t,accCmpX,accCmpY,accCmpZ
6536,7.68811,0.05886,-15.9089
6537,3.61999,0.05886,-11.8408
6538,-2.25674,0.05886,-5.96404
6539,-7.8604,0.0981,-2.90117
6540,-10.7868,0.0981,0.0252315
6541,-10.4877,0.02943,0.0400913
6542,-10.0571,0.02943,-0.390554
6543,-9.46304,0.02943,-0.984608
6544,-7.97783,-0.13734,-1.55749
6545,-6.1212,-0.13734,-3.41412
6546,-2.13037,-0.46107,-8.57234
6547,2.00199,-0.46107,-12.7047
6548,5.54431,-0.46107,-16.247
6549,4.98781,-0.28449,-14.8272
6550,4.38396,-0.28449,-14.2234
6551,1.59239,8.92269e-311,-12.2657
6552,-1.42024,9.94152e-311,-9.25304
6553,-4.4284,1.07078e-310,-6.24488
6554,-8.4115,0.20601,-0.113392
6555,-10.62,2.02289,-4.35532
6556,-10.8213,1.2047,-7.53903
6557,-10.8847,0.618471,-7.51813
6558,-10.9085,-0.02943,-0.932138
6559,-10.7813,-0.12753,0.0687974
6560,-10.7585,-0.12753,0.0459777
6561,-10.4609,-0.16677,-0.13389
6562,-9.86988,-0.16677,-0.72492
6563,-9.61715,4.19787,-8.29232
6564,-9.25094,-0.31392,-2.91346
6565,-8.77935,-0.10791,-1.71735
6566,-8.27832,-0.10791,-2.21838
6567,-7.73167,-0.10791,-2.76503
6568,-10.7477,-0.06867,-0.386612
6569,-9.30483,-0.06867,-1.82952
6570,-3.96523,-0.06867,-7.16912
6571,2.81743,-0.06867,-13.9518
6572,5.14476,-5.20485e-311,-16.9364
6573,6.04099,-0.01962,-17.1263
6574,6.83029,-0.01962,-17.9156
6575,4.95218,0.20601,-14.5562
6576,2.55202,0.20601,-12.156
6577,-0.0633415,0.20601,-9.54065
6578,1.39191,-0.59841,-12.4772
6579,2.86084,-0.59841,-13.9461
6580,2.21785,0.00981,-13.2443
6581,1.53806,0.00981,-12.5645
6582,0.851138,0.00981,-11.8776
6583,3.27751,-7.40187e-311,-13.009
6584,5.45554,-4.42813e-311,-15.1871
6585,7.62347,-0.08829,-18.2869
6586,8.75022,-0.08829,-19.4137
6587,8.86426,0.1962,-19.1844
6588,8.89728,0.1962,-19.2174
6589,8.84824,0.1962,-19.1684
6590,8.76366,-0.14715,-19.1819
6591,8.29708,-0.14715,-18.7153
6592,7.53173,-0.14715,-19.3626
6593,6.43301,-0.14715,-18.2639
6594,5.06317,-0.14715,-16.894
6595,4.93891,-7.85495,-11.558
6596,4.68956,-8.02119,-11.4759
6597,2.24944,-0.10791,-12.0889
6598,-0.381354,-0.10791,-9.45808
6599,1.73447,-1.03742,-7.71172
6600,3.71296,-0.943486,-5.74754
6601,5.47694,0.0981,-16.6309
6602,4.0463,0.26487,-14.1212
6603,2.51453,0.26487,-12.5894
6604,2.77358,-0.839059,-5.0516
6605,2.98953,9.25798,-8.92666
6606,7.1218,-0.38259,-18.2463
6607,8.89947,-0.38259,-20.024
6608,7.74163,-0.38259,-18.8662
6609,3.98421,-0.38259,-15.1088
6610,3.39659,-0.08829,-14.5506
6611,2.69253,-0.08829,-13.8465
6612,1.82633,-0.04905,-11.8227
6613,1.0297,-0.04905,-11.0261
6614,-5.73695,-0.28449,-4.33792
6615,-10.1047,-0.28449,0.0298063
6616,-10.5553,5.01688e-313,0.951357
6617,-10.1335,-2.82271e-311,0.529466
6618,-8.86648,-5.13688e-311,-0.737511
6619,-8.76306,-0.64746,-4.30386
6620,1.49646,-0.64746,-14.5634
6621,-1.38998,-9.70234,-7.53434
6622,-4.26181,1.15636,-11.1129
6623,-9.02544,-0.24525,-3.21744
6624,-10.5294,-0.24525,-1.7135
6625,-10.5426,0.988805,-9.62379
6626,-10.5092,-0.01962,-0.595758
6627,-10.4689,-0.01962,-0.636002
6628,-9.55694,0.1962,-0.792605
6629,-5.84451,0.1962,-4.50504
6630,-0.493459,0.1962,-9.85609
6631,4.74981,0.1962,-15.0994
6632,1.59086,0.804513,-8.31345
6633,-1.87009,8.84089,-10.068
6634,-5.16151,0.699066,-15.017
6635,-1.74246,-0.04905,-8.34222
6636,1.84237,-0.04905,-11.9271
6637,5.06464,-0.04905,-15.1493
6638,7.51554,-0.04905,-17.6002
6639,8.90459,-0.04905,-18.9893
6640,9.12923,0.05886,-20.5775
6641,9.18663,0.05886,-20.6349
6642,9.23391,0.05886,-20.6822
6643,9.27075,0.05886,-20.719
6644,9.29748,0.05886,-20.7458
6645,9.3137,0.05886,-20.762
6646,8.27017,0.16677,-19.0514
6647,5.61301,0.16677,-16.3942
6648,1.831,0.16677,-12.6122
6649,-2.37784,0.16677,-8.40335
6650,-6.24148,0.16677,-4.53971
6651,-9.80853,-0.46107,-1.3062
6652,-9.36797,-4.11412,-7.7918
6653,-4.96787,-8.63466,-9.24133
6654,1.4665,-9.56273,-11.361
6655,5.0329,-1.00382,-5.09072
6656,7.7893,-5.18563,-13.1202
6657,9.27946,-1.77305,-13.6111
6658,9.23314,-0.01962,-20.0241
6659,7.62257,-0.01962,-18.4136
6660,4.338,0.40221,-15.0898
6661,0.102528,0.40221,-10.8543
6662,-4.26486,0.40221,-6.4869
6663,-7.86155,0.40221,-2.89021
6664,-9.9073,0.40221,-0.844461
6665,-9.47488,0.31392,0.45949
6666,-9.30186,0.31392,0.286466
6667,-9.10724,0.31392,0.0918533
6668,-8.89403,0.31392,-0.121365
6669,-8.66531,0.31392,-0.350077
6670,-8.18887,4.96642,-6.94912
6671,-7.84838,-0.01962,-1.7458
6672,-7.47982,5.88494,-7.18271
6673,-7.08616,-0.01962,-2.50802
6674,-6.66798,6.70473,-7.45015
6675,-9.25633,0.35316,-1.00493
6676,-0.879582,0.35316,-9.38168
6677,8.69839,0.35316,-18.9596
6678,7.52471,0.35316,-17.786
6679,-3.33391,0.35316,-6.92735
6680,-5.44804,-0.10791,-4.33253
6681,-7.3814,-0.10791,-2.39917
6682,-8.74582,-0.10791,-1.03475
6683,-9.43884,-0.10791,-0.341735
6684,-9.40816,-0.10791,-0.372414
6685,-8.68192,-0.00981,-0.196126
6686,-7.97363,-0.00981,-0.904417
6687,-6.99232,-0.00981,-1.88573
6688,-5.76931,-0.00981,-3.10874
6689,-4.34549,-0.00981,-4.53256
6690,-2.76338,-0.00981,-6.11467
6691,-2.03564,0,-7.37215
6692,-1.2105,-3.56705e-56,-8.19729
6693,-0.375922,0,-9.03187
6694,0.462276,0,-9.87007
6695,1.52168,0.1962,-10.3409
6696,2.20084,0.1962,-11.02
6697,2.85726,0.1962,-11.6765
6698,3.48275,0.1962,-12.3019
6699,4.07813,0.1962,-12.8973
6700,-1.31239,0.23544,-8.2916
6701,-6.05587,0.23544,-3.54812
6702,-8.64157,0.23544,-0.962422
6703,-8.2909,0.23544,-1.31309
6704,-5.12731,0.23544,-4.47668
6705,-0.127824,0.23544,-9.47617
6706,-1.30813,0.34335,-8.51168
6707,-2.60612,0.34335,-7.21369
6708,-3.83599,0.34335,-5.98382
6709,-4.97442,0.34335,-4.84539
6710,-5.9961,0.34335,-3.82371
6711,-8.60924,0.04905,-0.200144
6712,-3.91468,0.04905,-4.8947
6713,4.70703,0.04905,-13.5164
6714,10.5689,0.04905,-19.3783
6715,9.5047,0.03924,-19.5501
6716,3.18241,0.03924,-13.2278
6717,-4.49634,0.03924,-5.5491
6718,-7.18283,4.99944,-8.01385
6719,-8.5634,1.51349,-7.55904
6720,-7.13025,0.24525,-1.73799
6721,-1.72161,0.24525,-7.14663
6722,5.09687,0.24525,-13.9651
6723,10.0217,0.24525,-18.89
6724,10.9803,-0.119571,-1.40106
6725,10.5453,-2.95078,-13.6616
6726,10.007,-4.17804,-13.4842
6727,9.90901,0.24525,-18.0611
6728,9.79941,0.24525,-17.9515
6729,9.68898,0.24525,-17.8411
6730,9.57812,0.24525,-17.7302
6731,10.8891,0.59841,-19.4826
6732,6.79867,0.59841,-15.3922
6733,6.56456,0.13734,-15.5113
6734,6.36079,0.13734,-15.3075
6735,8.2475,0.25506,-15.6148
6736,9.67077,0.25506,-17.0381
6737,10.6448,-0.10791,-20.8079
6738,10.8612,-0.10791,-21.0243
6739,10.1089,-0.10791,-20.272
6740,9.72571,0.27468,-17.9661
6741,9.19539,0.27468,-17.4358
6742,10.707,0.2943,-20.4385
6743,10.4164,0.2943,-20.1479
6744,10.0294,0.20601,-19.6923
6745,9.51618,0.20601,-19.179
6746,10.3038,0.17658,-19.3977
6747,4.62811,0.17658,-13.722
6748,-3.33078,0.17658,-5.76309
6749,-1.71551,0.30411,-6.95653
6750,-0.0965408,0.30411,-8.5755
6751,1.56165,0.30411,-10.2337
6752,-7.40894,0.4905,-0.105517
6753,-7.25993,-4.66322,-7.99847
6754,-8.33984,0.12753,0.0798248
6755,-8.73922,0.12753,0.479199
6756,-8.67255,0.21582,0.402722
6757,-8.53342,0.21582,0.263586
6758,-8.31298,0.21582,0.0431509
6759,-7.84393,0.11772,0.339283
6760,-7.27243,0.11772,-0.232223
6761,-6.56915,0.11772,-0.935501
6762,-5.18639,0.15696,-2.70085
6763,1.13914,0.11772,-9.78175
6764,7.56818,0.11772,-16.2108
6765,10.76,0.11772,-19.4026
6766,10.3772,0.20601,-17.4895
6767,8.28603,0.20601,-15.3983
6768,7.52955,0.28449,-14.6418
6769,6.83543,0.28449,-13.9477
6770,6.09126,0.28449,-13.2035
6771,3.31825,-0.02943,-13.3146
6772,0.398863,-0.02943,-10.3953
6773,-2.1264,0.22563,-6.02571
6774,-4.38732,0.22563,-3.76479
6775,-6.32657,0.22563,-1.82554
6776,-7.0307,0.11772,-1.17046
6777,-7.5563,0.11772,-0.644863
6778,-8.52503,0.12753,-0.22549
6779,-9.08251,0.12753,0.331992
6780,-9.29755,0.12753,0.547029
6781,-9.37733,0.05886,-0.697537
6782,-9.32222,0.05886,-0.752652
6783,-7.78817,-0.10791,-1.66867
6784,-4.36708,-0.10791,-5.08976
6785,-0.919399,0.27468,-7.20328
6786,2.82952,0.27468,-10.9522
6787,6.20073,0.27468,-14.3234
6788,5.49345,7.66063,-11.4603
6789,4.75207,8.0655,-11.2161
6790,5.77156,0.00981,-16.1309
6791,6.78537,0.00981,-17.1447
6792,7.6832,0.00981,-18.0426
6793,9.08814,3.88018,-12.4543
6794,9.81603,0.21582,-19.2238
6795,9.46868,0.4905,-18.8765
6796,8.9053,0.4905,-18.3131
6797,8.11077,0.4905,-17.5186
6798,7.26398,0.14715,-16.8974
6799,8.65249,-0.02943,-18.3448
6800,9.50638,-0.02943,-19.1987
6801,9.85165,-0.02943,-19.5439
6802,8.4031,-0.02943,-17.2615
6803,4.34848,-0.02943,-13.2069
6804,5.53581,-0.927894,-3.6386
6805,6.74938,-0.80452,-2.4338
6806,7.80005,-0.656036,-1.39073
6807,5.75456,-0.670357,-3.40125
6808,3.07313,-0.839656,-6.06329
6809,3.52027,0.26487,-12.9281
6810,4.03126,0.26487,-13.4391
6811,4.50806,-0.28449,-14.6516
6812,4.89661,-0.28449,-15.0402
6813,5.27479,-0.28449,-15.4183
6814,2.88818,-0.11772,-12.7374
6815,0.467962,-0.11772,-10.3172
6816,2.328,-0.05886,-11.3728
6817,4.11653,-0.05886,-13.1613
6818,5.73339,-0.05886,-14.7782
6819,4.58003,0.21582,-14.959
6820,3.29291,0.21582,-13.6719
6821,1.23449,-1.11627,-7.1044
6822,-0.986588,-1.12449,-9.30942
6823,-3.17637,0.04905,-5.50548
6824,-1.42432,0.02943,-8.4053
6825,0.554358,0.02943,-10.384
6826,1.39668,-0.12753,-12.3054
6827,2.1456,-0.12753,-13.0543
6828,1.14191,0.01962,-10.4418
6829,0.17473,0.01962,-9.47461
6830,-0.792419,0.01962,-8.50746
6831,-1.75222,0.01962,-7.54766
6832,-0.571157,0.13734,-9.02302
6833,-2.39163,-1.03488,-11.4906
6834,-4.04825,-0.974543,-13.1352
6835,-5.585,-0.880616,-14.6609
6836,-6.0917,0.15696,-3.48286
6837,-6.568,0.15696,-3.00656
6838,-5.70538,-0.06867,-4.45778
6839,-4.78002,-0.06867,-5.38314
6840,-3.97737,-0.02943,-6.26427
6841,-3.17608,-0.02943,-7.06556
6842,-1.15241,0.15696,-8.95189
6843,1.03385,0.15696,-11.1382
6844,3.15596,0.15696,-13.2603
6845,2.91481,-8.89085e-311,-12.9701
6846,2.51475,0,-12.57
6847,2.1129,0,-12.1682
6848,3.68789,-1.20107,-6.18068
6849,5.16102,-1.10226,-4.71821
6850,6.47007,-0.12753,-16.9962
6851,6.43466,-0.06867,-16.588
6852,6.39431,7.0526,-10.2999
6853,7.56927,0.06867,-18.1346
6854,8.52795,0.06867,-19.0933
6855,6.96965,-0.11772,-16.7895
6856,4.71788,-0.11772,-14.5377
6857,2.02217,-0.11772,-11.842
6858,1.28407,-0.28449,-12.6441
6859,0.635983,-0.28449,-11.996
6860,1.04798,-0.13734,-11.6918
6861,1.42426,-0.13734,-12.0681
6862,2.11327,0.1962,-10.9423
6863,2.81629,0.1962,-11.6453
6864,4.80969,0.05886,-16.4247
6865,6.66722,0.05886,-18.2823
6866,8.05544,0.05886,-19.6705
6867,8.53797,-0.12753,-20.0745
6868,8.89191,-0.12753,-20.4285
6869,8.31184,0.07848,-18.5731
6870,7.27289,0.07848,-17.5342
6871,7.69934,0.13734,-17.6957
6872,8.03097,-4.21625,-12.221
6873,8.32249,-3.65441,-12.3171
6874,4.72651,0.02943,-15.2821
6875,-0.411015,0.02943,-10.1445
6876,1.67384,-0.00981,-12.3667
6877,3.69986,-0.00981,-14.3928
6878,5.50977,-0.00981,-16.2027
6879,3.73189,-0.25506,-14.7681
6880,1.68981,-0.25506,-12.7261
6881,-0.466101,-0.47088,-9.29485
6882,-2.64165,-0.47088,-7.1193
6883,-4.71866,-0.47088,-5.04229
6884,-5.45888,-0.35316,-4.7239
6885,-6.21023,-0.35316,-3.97255
6886,-5.55151,0.18639,-3.6797
6887,-4.84143,0.18639,-4.38978
6888,-3.2676,0.06867,-6.69936
6889,-1.58033,0.06867,-8.38663
6890,0.13607,0.06867,-10.103
6891,-4.53187,-0.16677,-5.4449
6892,-8.25913,-0.16677,-1.71764
6893,-9.89955,0.27468,-1.22499
6894,-10.401,-0.0702592,-6.39091
6895,-7.01164,7.00796,-7.23966
6896,0.253328,0.03924,-10.1712
6897,3.18925,-0.17658,-12.6853
6898,5.71638,-0.17658,-15.2125
6899,7.68613,-0.17658,-17.1822
6900,8.67388,-0.28449,-18.4054
6901,9.21968,-0.28449,-18.9512
6902,9.26961,-0.28449,-19.0011
6903,9.22465,-0.07848,-20.3688
6904,9.09688,-0.07848,-20.241
6905,8.96244,0.23544,-20.0674
6906,8.65139,0.23544,-19.7563
6907,9.11281,0.16677,-19.1779
6908,9.28025,0.16677,-19.3453
6909,9.118,0.16677,-19.1831
6910,9.18812,-0.02943,-18.5763
6911,9.24281,-0.02943,-18.631
6912,9.26062,-0.02943,-18.6488
6913,9.26538,-0.22563,-19.8111
6914,9.16804,-0.22563,-19.7138
6915,7.8129,-0.44145,-19.1042
6916,4.99092,-0.44145,-16.2822
6917,5.95056,0.13734,-15.996
6918,6.78187,6.44465,-12.0099
6919,-4.7268,0.06867,-4.27878
6920,-10.116,0.06867,1.11041
6921,-0.167927,-9.18809,-8.60819
6922,-2.55731,0.2943,-7.31155
6923,-4.79695,0.2943,-5.07191
6924,-3.36113,0.14715,-6.49792
6925,-1.75345,0.14715,-8.1056
6926,-0.118787,0.14715,-9.74026
6927,2.96328,-0.6867,-17.4134
6928,5.70743,-7.64687,-15.8172
6929,7.74371,-0.6867,-22.1938
6930,8.97559,-0.08829,-20.9928
6931,7.75851,-0.08829,-19.7758
6932,3.44904,0.03924,-15.427
6933,-2.46837,0.03924,-9.50964
6934,-8.77551,-0.21582,-3.43794
6935,-10.2828,-0.21582,-1.93064
6936,-10.0738,-0.18639,-0.619144
6937,-7.7432,6.20945,-7.70787
6938,-3.82702,-0.18639,-6.86588
6939,-6.2878,8.45591e-311,-1.98203
6940,-8.29633,6.2007e-311,0.0264994
6941,-10.0035,-0.51993,-1.07199
6942,-10.4769,-0.51993,-0.598557
6943,-10.4164,-0.03924,0.47886
6944,-10.2423,-0.03924,0.304773
6945,-9.91824,-0.03924,-0.0192949
6946,-8.26791,5.63628,-6.2634
6947,-5.86666,-0.06867,-3.48227
6948,-5.55769,0.33354,-3.47732
6949,-5.19581,0.33354,-3.8392
6950,-4.83974,0.33354,-4.19527
6951,1.03947,0.25506,-11.2615
6952,6.30847,0.25506,-16.5305
6953,6.98864,-0.13734,-17.3382
6954,7.51624,-0.13734,-17.8658
6955,9.18335,-0.231955,-0.766122
6956,8.11008,-0.30411,-19.2052
6957,4.57694,-8.16693,-12.1951
6958,0.740497,0.1962,-9.67741
6959,-3.35462,0.1962,-5.58229
6960,1.1489,-0.30411,-10.9
6961,5.25298,-0.30411,-15.0041
6962,8.17392,-0.30411,-17.9251
6963,9.10022,0.20601,-18.7925
6964,9.37779,0.305822,-12.4922
6965,7.05627,0.12753,-16.9447
6966,0.995989,0.12753,-10.8845
6967,3.32137,-1.07963,-6.81966
6968,5.44968,-7.42415,-12.4441
6969,7.21352,0.00981,-18.1321
6970,8.33574,-0.28449,-18.6166
6971,9.06627,-0.28449,-19.3472
6972,9.42279,-0.28449,-19.7037
6973,9.3519,-0.36297,-19.5935
6974,8.65107,-0.36297,-18.8927
6975,8.01654,-0.11772,-18.6408
6976,7.19752,-0.11772,-17.8218
6977,6.12298,-7.13099,-10.3843
6978,5.02016,-7.9811,-10.3056
6979,3.81449,1.22944,-5.72196
6980,-5.80191,0.01962,-5.06757
6981,-10.1853,0.01962,-0.684189
6982,-10.3028,0.2943,-0.880565
6983,-10.3085,0.2943,-0.874891
6984,-10.203,0.844388,-7.03234
6985,-9.957,2.07968,-7.11337
6986,-10.2479,0.18639,0.0553366
6987,-10.1569,0.18639,-0.0356734
6988,-9.69717,0.18639,-0.495422
6989,-6.10003,-0.42183,-4.68116
6990,-0.576955,-0.42183,-10.2042
6991,3.3978,-0.13734,-14.3261
6992,6.79389,-0.13734,-17.7222
6993,8.90228,-0.13734,-19.8306
6994,8.52653,0.06867,-18.3856
6995,8.07765,0.06867,-17.9367
6996,9.2546,-0.18639,-19.2019
6997,9.50094,-0.18639,-19.4483
6998,8.94843,-0.18639,-18.8958
6999,8.19788,-0.07848,-15.5456
7000,1.35401,-0.07848,-8.7017
7001,7.37446,0.00981,-17.675
7002,9.40529,0.00981,-19.7058
7003,9.49306,-0.02943,-18.5183
7004,9.44043,-0.02943,-18.4656
7005,9.37491,-0.02943,-18.4001
7006,9.24958,0.15696,-18.6672
7007,7.06565,0.15696,-16.4833
7008,7.58461,-0.02943,-17.7576
7009,8.0399,-0.02943,-18.2129
7010,8.43719,-0.02943,-18.6102
7011,7.5342,0.03924,-16.7752
7012,6.4467,0.03924,-15.6877
7013,5.46426,-7.7541,-11.7077
7014,4.26368,-0.13734,-14.2503
7015,2.97161,-0.10791,-12.8307
7016,1.70081,-0.10791,-11.5599
7017,0.405501,-0.10791,-10.2646
7018,2.41207,-0.18639,-13.2423
7019,4.3306,-0.18639,-15.1608
7020,6.04707,-0.18639,-16.8773
7021,7.20697,-8.61144e-311,-18.5866
7022,8.16023,-4.2338e-311,-19.5398
7023,8.78621,-0.380613,-1.80473
7024,9.22972,2.87625,-11.374
7025,8.61573,4.2318,-10.4381
7026,7.76955,5.63634,-10.3777
7027,6.71229,6.86847,-10.3023
7028,8.70489,-0.06867,-18.613
7029,9.60722,-0.06867,-19.5153
7030,9.59492,-0.1962,-20.4154
7031,9.26991,-0.1962,-20.0903
7032,8.62975,-0.1962,-19.4502
7033,7.54105,-0.18639,-18.852
7034,5.88851,-0.18639,-17.1994
7035,7.57306,-0.17658,-18.5799
7036,8.85295,-0.17658,-19.8598
7037,6.99303,-0.06867,-16.5774
7038,4.09826,-0.06867,-13.6826
7039,0.677496,-0.06867,-10.2619
7040,-2.81573,-0.06867,-6.76864
7041,-6.37873,0.03924,-5.11859
7042,-5.35391,0.12753,-4.97602
7043,-4.18534,0.12753,-6.14459
7044,-2.94014,0.12753,-7.38979
7045,-1.95949,0.05886,-8.04671
7046,-0.981049,0.05886,-9.02515
7047,1.59982,-0.17658,-11.3313
7048,3.94004,-0.17658,-13.6716
7049,3.48015,-0.2943,-15.262
7050,3.09608,-0.2943,-14.8779
7051,2.71054,-0.2943,-14.4924
7052,1.36032,-0.16677,-11.5235
7053,-0.0832804,-0.16677,-10.0799
7054,-1.3063,0.00981,-9.0923
7055,-2.51175,0.00981,-7.88685
7056,-8.25483,0.48069,-1.21182
7057,-9.75781,0.48069,0.291159
7058,-6.02105,0.48069,-3.4456
7059,-4.43872,0.41202,-6.05798
7060,-2.68688,-8.5195,-9.55235
7061,-2.47175,0.44145,-6.34744
7062,-2.28301,0.44145,-6.53618
7063,-6.6907,0.03924,-3.13892
7064,-9.29902,0.03924,-0.530605
7065,-9.80524,0.03924,-0.0243846
7066,-6.13622,-0.38259,-5.27281
7067,1.08523,-0.38259,-12.4943
7068,3.27437,-0.01962,-10.0629
7069,5.30924,7.6902,-8.45204
7070,7.05405,-6.68547,-7.17348
7071,7.33374,-0.42183,-18.2425
7072,7.50595,-0.42183,-18.4147
7073,8.49058,0.14715,-17.6629
7074,9.19505,0.14715,-18.3674
7075,9.81898,0.0981,-17.8632
7076,8.83406,0.0981,-16.8783
7077,6.40643,0.0981,-14.4506
7078,7.48127,0.10791,-17.1736
7079,8.40642,0.10791,-18.0987
7080,9.10836,0.10791,-18.8006
7081,9.49438,0.18639,-19.275
7082,9.69882,0.18639,-19.4794
7083,9.63661,0.1962,-19.0542
7084,9.61207,0.1962,-19.0297
7085,9.56323,-0.16677,-19.8343
7086,9.35799,-0.16677,-19.6291
7087,9.13064,0.02943,-18.6169
7088,9.01699,0.02943,-18.5033
7089,8.89923,0.02943,-18.3855
7090,9.61559,-0.12753,-20.4262
7091,9.79947,-0.12753,-20.6101
7092,9.3906,-0.12753,-20.2012
7093,9.18598,-0.00981,-19.3491
7094,8.76331,0.548836,-1.71735
7095,5.86786,0.08829,-16.031
7096,1.82986,1.24757,-8.56157
7097,-2.5737,0.08829,-7.58946
7098,-3.9945,-0.10791,-6.94365
7099,-5.27452,-0.10791,-5.66363
7100,-7.49056,0.15696,-2.45678
7101,-9.03465,0.15696,-0.912687
7102,-9.49233,-0.00981,-0.582538
7103,-9.68843,-0.815171,-9.46548
7104,-9.44682,0.12753,-0.647666
7105,-8.97892,0.12753,-1.11557
7106,-8.11132,0.12753,-1.98317
7107,-5.78723,0.22563,-4.43479
7108,-2.60816,0.22563,-7.61386
7109,-3.04728,0.01962,-6.30165
7110,-3.47146,0.01962,-5.87747
7111,0.529927,-0.08829,-11.3405
7112,4.53435,-0.08829,-15.345
7113,7.76328,-0.08829,-18.5739
7114,5.7904,0.07848,-15.5023
7115,3.46748,0.07848,-13.1794
7116,4.67375,0.0981,-14.9841
7117,5.75424,0.0981,-16.0646
7118,6.74883,0.0981,-17.0591
7119,7.65707,0.13734,-16.9766
7120,8.37247,0.13734,-17.692
7121,8.97305,0.13734,-18.2926
7122,8.23502,0.03924,-17.7115
7123,9.65967,0.13734,-17.9491
7124,10.2241,0.13734,-18.5135
7125,9.89574,0.13734,-18.1852
7126,9.65302,-0.16677,-19.0314
7127,9.48233,-0.16677,-18.8607
7128,8.90035,-0.02943,-18.4651
7129,8.08499,-0.02943,-17.6497
7130,10.1529,0.13734,-20.0218
7131,8.79979,0.13734,-18.6687
7132,4.51665,0.13734,-14.3855
7133,4.28717,0.18639,-12.3216
7134,4.03422,0.18639,-12.0686
7135,3.77206,0.18639,-11.8064
7136,5.90066,0.0981,-14.5433
7137,7.74507,0.0981,-16.3877
7138,7.08325,-0.03924,-16.4616
7139,6.2669,-0.03924,-15.6453
7140,5.39785,-0.03924,-14.7762
7141,4.13298,-1.3196e-310,-13.4132
7142,7.25278,0.17658,-16.8764
7143,9.39882,0.17658,-19.0224
7144,10.2103,0.17658,-19.834
7145,9.7911,0.28449,-17.9628
7146,8.88096,0.28449,-17.0527
7147,7.45908,0.28449,-15.6308
7148,7.79147,-0.04905,-17.4641
7149,8.00007,-0.04905,-17.6727
7150,6.91726,-0.05886,-16.0602
7151,5.62723,-0.05886,-14.7702
7152,5.05304,0.04905,-13.6074
7153,4.41167,0.04905,-12.966
7154,3.75353,0.04905,-12.3078
7155,6.72635,0.18639,-15.2022
7156,9.01843,0.18639,-17.4943
7157,10.0853,0.00981,-21.0431
7158,7.05598,6.82452,-13.5585
7159,1.19801,0.00981,-12.1558
7160,-4.24017,0.3924,-5.26572
7161,-8.20551,0.3924,-1.30038
7162,-7.60097,0.17658,-2.24827
7163,-6.85551,0.17658,-2.99373
7164,-8.12998,-0.06867,-3.85784
7165,-8.98727,-0.06867,-3.00055
7166,-9.28984,-0.06867,-2.69798
7167,-7.55049,-0.18639,-0.944971
7168,-3.13934,-0.18639,-5.35612
7169,-6.99204,0.01962,-3.07302
7170,-9.06365,0.01962,-1.00141
7171,-8.94659,0.01962,-1.11847
7172,-8.63008,0.02943,-1.93529
7173,-8.29259,0.02943,-2.27278
7174,-4.38016,0.17658,-5.35136
7175,1.38675,0.17658,-11.1183
7176,3.7392,0.18639,-13.1568
7177,5.88382,0.18639,-15.3014
7178,7.71214,0.18639,-17.1297
7179,9.00182,0.00981,-19.2336
7180,9.88318,0.00981,-20.115
7181,9.8236,0.25506,-18.2406
7182,9.7836,0.25506,-18.2006
7183,9.74247,0.25506,-18.1594
7184,10.3002,-0.03924,-20.6497
7185,9.38164,-0.03924,-19.7312
7186,9.96825,0.42183,-18.6992
7187,10.2803,0.42183,-19.0112
7188,10.4315,0.10791,-19.1624
7189,10.1999,0.10791,-18.9308
7190,9.64036,0.10791,-18.3713
7191,6.24823,-0.00981,-16.0092
7192,1.15317,-0.00981,-10.9141
7193,7.20559,0.0981,-16.8292
7194,10.1547,0.0981,-19.7783
7195,9.38728,0.01962,-18.7755
7196,7.31754,0.01962,-16.7057
7197,4.45798,0.01962,-13.8462
7198,-0.462772,0.11772,-9.19027
7199,-5.09227,0.11772,-4.56077
7200,0.57731,0.38259,-8.906
7201,6.30281,0.38259,-14.6315
7202,2.57674,0.04905,-11.4352
7203,-1.48319,0.04905,-7.37524
7204,-5.19041,0.04905,-3.66802
7205,-2.41405,0.11772,-7.23899
7206,0.808505,0.11772,-10.4615
7207,6.30012,0.50031,-15.6785
7208,9.77638,0.50031,-19.1547
7209,10.0366,0.50031,-19.415
7210,10.3488,0.28449,-19.2857
7211,10.2228,0.28449,-19.1597
7212,9.64657,0.28449,-18.5835
7213,3.80211,-0.07848,-12.8175
7214,-4.09301,-0.07848,-4.92238
7215,-7.25965,-0.33354,-1.57916
7216,-9.02649,-0.33354,0.187678
7217,-9.21782,-0.21582,-0.994388
7218,-8.63957,-3.56255,-10.1332
7219,-7.25604,-0.21582,-2.95617
7220,-4.03575,-0.08829,-6.3138
7221,0.204165,-0.08829,-10.5537
7222,4.506,-0.08829,-14.8555
7223,4.15099,0.61803,-11.7047
7224,3.66657,0.61803,-11.2203
7225,1.29996,0.51012,-12.1204
7226,-0.894944,0.51012,-9.92549
7227,3.58671,0.01962,-13.5046
7228,7.38567,0.01962,-17.3036
7229,7.53389,-0.06867,-17.0692
7230,7.73162,-0.06867,-17.2669
7231,8.29262,-0.28449,-18.8384
7232,8.72905,-0.28449,-19.2748
7233,9.09006,-0.28449,-19.6358
7234,9.16117,0.00981,-19.1281
7235,9.23688,0.00981,-19.2038
7236,9.92408,0.27468,-18.1939
7237,10.0039,0.27468,-18.2737
7238,9.65022,0.27468,-17.92
7239,9.73921,0.05886,-18.9802
7240,9.86142,0.05886,-19.1024
7241,9.94192,0.25506,-19.0652
7242,9.33234,0.25506,-18.4556
