t,accX,accY,accZ
3249,-1.4715,-1.8442800000000001,-9.45684
3250,-1.54017,-1.95219,-9.574560000000002
3251,-1.54017,-1.95219,-9.574560000000002
3252,-1.4715,-2.0895300000000003,-9.574560000000002
3253,-1.4715,-2.0895300000000003,-9.574560000000002
3254,-1.4715,-2.0895300000000003,-9.574560000000002
3255,-1.4616900000000002,-2.41326,-9.397980000000002
3256,-1.4616900000000002,-2.41326,-9.397980000000002
3257,-1.4616900000000002,-2.41326,-9.397980000000002
3258,-1.6088400000000003,-2.7958500000000006,-9.584370000000002
3259,-1.6088400000000003,-2.7958500000000006,-9.584370000000002
3260,-0.7651800000000001,-2.53098,-9.29007
3261,-0.7651800000000001,-2.53098,-9.29007
3262,-0.7651800000000001,-2.53098,-9.29007
3263,-0.7651800000000001,-2.53098,-9.29007
3264,-1.1870100000000001,-2.27592,-9.623610000000001
3265,-1.1870100000000001,-2.27592,-9.623610000000001
3266,-1.1870100000000001,-2.27592,-9.623610000000001
3267,-1.1870100000000001,-2.27592,-9.623610000000001
3268,-1.1870100000000001,-2.27592,-9.623610000000001
3269,-1.1870100000000001,-2.27592,-9.623610000000001
3270,-1.2556800000000001,-2.21706,-9.40779
3271,-1.2556800000000001,-2.21706,-9.40779
3272,-1.2556800000000001,-2.21706,-9.40779
3273,-1.2556800000000001,-2.21706,-9.40779
3274,-1.2556800000000001,-2.21706,-9.40779
3275,-1.39302,-1.9816200000000002,-9.37836
3276,-1.39302,-1.9816200000000002,-9.37836
3277,-1.39302,-1.9816200000000002,-9.37836
3278,-1.39302,-1.9816200000000002,-9.37836
3279,-1.39302,-1.9816200000000002,-9.37836
3280,-1.4911200000000002,-2.16801,-9.574560000000002
3281,-1.4911200000000002,-2.16801,-9.574560000000002
3282,-1.4911200000000002,-2.16801,-9.574560000000002
3283,-1.4911200000000002,-2.16801,-9.574560000000002
3284,-1.4911200000000002,-2.16801,-9.574560000000002
3285,-1.26549,-1.99143,-9.623610000000001
3286,-1.26549,-1.99143,-9.623610000000001
3287,-1.26549,-1.99143,-9.623610000000001
3288,-1.26549,-1.99143,-9.623610000000001
3289,-1.26549,-1.99143,-9.623610000000001
3290,-0.7848,-1.9816200000000002,-9.66285
3291,-0.7848,-1.9816200000000002,-9.66285
3292,-0.7848,-1.9816200000000002,-9.66285
3293,-0.7848,-1.9816200000000002,-9.66285
3294,-0.7848,-1.9816200000000002,-9.66285
3295,-1.4028300000000002,-1.8933300000000002,-9.56475
3296,-1.4028300000000002,-1.8933300000000002,-9.56475
3297,-1.4028300000000002,-1.8933300000000002,-9.56475
3298,-1.4028300000000002,-1.8933300000000002,-9.56475
3299,-1.4028300000000002,-1.8933300000000002,-9.56475
3300,-1.2458700000000003,-2.4034500000000003,-9.46665
3301,-1.2458700000000003,-2.4034500000000003,-9.46665
3302,-1.2458700000000003,-2.4034500000000003,-9.46665
3303,-1.2458700000000003,-2.4034500000000003,-9.46665
3304,-1.4616900000000002,-2.3151600000000006,-9.447030000000002
3305,-1.4616900000000002,-2.3151600000000006,-9.447030000000002
3306,-1.4616900000000002,-2.3151600000000006,-9.447030000000002
3307,-1.4616900000000002,-2.3151600000000006,-9.447030000000002
3308,-1.4616900000000002,-2.3151600000000006,-9.447030000000002
3309,-1.4616900000000002,-2.3151600000000006,-9.447030000000002
3310,-1.30473,-2.53098,-9.2214
3311,-1.30473,-2.53098,-9.2214
3312,-1.30473,-2.53098,-9.2214
3313,-1.4420700000000002,-2.83509,-9.37836
3314,-1.4715,-2.4721200000000003,-9.36855
3315,-1.4715,-2.4721200000000003,-9.36855
3316,-1.39302,-2.38383,-9.437220000000002
3317,-1.39302,-2.38383,-9.437220000000002
3318,-1.39302,-2.38383,-9.437220000000002
3319,-1.5205500000000003,-2.54079,-9.42741
3320,-1.5205500000000003,-2.54079,-9.42741
3321,-1.5205500000000003,-2.54079,-9.42741
3322,-1.5303600000000002,-2.59965,-9.29007
3323,-1.5303600000000002,-2.59965,-9.29007
3324,-1.5303600000000002,-2.59965,-9.29007
3325,-1.83447,-2.7566100000000002,-9.299880000000002
3326,-1.75599,-2.3151600000000006,-9.24102
3327,-1.75599,-2.3151600000000006,-9.24102
3328,-1.75599,-2.3151600000000006,-9.24102
3329,-1.8540900000000002,-2.13858,-9.4176
3330,-1.8540900000000002,-2.13858,-9.4176
3331,-1.74618,-2.1483900000000005,-9.36855
3332,-1.74618,-2.1483900000000005,-9.36855
3333,-1.74618,-2.1483900000000005,-9.36855
3334,-1.7265600000000003,-2.3249700000000004,-9.27045
3335,-1.7265600000000003,-2.3249700000000004,-9.27045
3336,-1.81485,-2.21706,-9.447030000000002
3337,-1.81485,-2.21706,-9.447030000000002
3338,-1.81485,-2.21706,-9.447030000000002
3339,-1.7658000000000003,-2.54079,-9.24102
3340,-1.7658000000000003,-2.54079,-9.24102
3341,-1.71675,-2.0601,-9.613800000000001
3342,-1.71675,-2.0601,-9.613800000000001
3343,-1.8050400000000002,-1.7265600000000003,-9.46665
3344,-1.8050400000000002,-1.7265600000000003,-9.46665
3345,-1.8050400000000002,-1.7265600000000003,-9.46665
3346,-1.8050400000000002,-1.7069400000000001,-9.496080000000001
3347,-1.8050400000000002,-1.7069400000000001,-9.496080000000001
3348,-1.6873200000000002,-1.6677000000000002,-9.52551
3349,-1.6873200000000002,-1.6677000000000002,-9.52551
3350,-1.83447,-1.6677000000000002,-9.50589
3351,-1.83447,-1.6677000000000002,-9.50589
3352,-1.83447,-1.6677000000000002,-9.50589
3353,-1.74618,-1.7069400000000001,-9.50589
3354,-1.74618,-1.7069400000000001,-9.50589
3355,-1.75599,-1.8246600000000002,-9.476460000000001
3356,-1.75599,-1.8246600000000002,-9.476460000000001
3357,-1.78542,-1.9718100000000003,-9.476460000000001
3358,-1.78542,-1.9718100000000003,-9.476460000000001
3359,-1.78542,-1.9718100000000003,-9.476460000000001
3360,-1.71675,-1.95219,-9.37836
3361,-1.71675,-1.95219,-9.37836
3362,-1.7265600000000003,-1.9816200000000002,-9.50589
3363,-1.7265600000000003,-1.9816200000000002,-9.50589
3364,-1.7265600000000003,-1.9816200000000002,-9.50589
3365,-1.6971300000000002,-1.79523,-9.348930000000001
3366,-1.6971300000000002,-1.79523,-9.348930000000001
3367,-1.6677000000000002,-1.7658000000000003,-9.496080000000001
3368,-1.6677000000000002,-1.7658000000000003,-9.496080000000001
3369,-1.6677000000000002,-1.7658000000000003,-9.496080000000001
3370,-1.7756100000000001,-1.62846,-9.447030000000002
3371,-1.7756100000000001,-1.62846,-9.447030000000002
3372,-1.7363700000000002,-1.71675,-9.52551
3373,-1.7363700000000002,-1.71675,-9.52551
3374,-1.7363700000000002,-1.71675,-9.52551
3375,-1.71675,-1.7265600000000003,-9.42741
3376,-1.71675,-1.7265600000000003,-9.42741
3377,-1.6971300000000002,-1.8050400000000002,-9.397980000000002
3378,-1.6971300000000002,-1.8050400000000002,-9.397980000000002
3379,-1.79523,-1.78542,-9.56475
3380,-1.79523,-1.78542,-9.56475
3381,-1.79523,-1.78542,-9.56475
3382,-1.74618,-1.39302,-9.54513
3383,-1.74618,-1.39302,-9.54513
3384,-1.5696,-1.38321,-9.623610000000001
3385,-1.5696,-1.38321,-9.623610000000001
3386,-1.7265600000000003,-1.4911200000000002,-9.59418
3387,-1.7265600000000003,-1.4911200000000002,-9.59418
3388,-1.7265600000000003,-1.4911200000000002,-9.59418
3389,-1.6677000000000002,-1.1673900000000001,-9.633420000000001
3390,-1.6677000000000002,-1.1673900000000001,-9.633420000000001
3391,-1.6677000000000002,-1.14777,-9.613800000000001
3392,-1.6677000000000002,-1.14777,-9.613800000000001
3393,-1.6677000000000002,-1.20663,-9.50589
3394,-1.6677000000000002,-1.20663,-9.50589
3395,-1.6677000000000002,-1.20663,-9.50589
3396,-1.0104300000000002,-1.4420700000000002,-9.7119
3397,-1.0104300000000002,-1.4420700000000002,-9.7119
3398,-1.5794100000000002,-1.59903,-9.476460000000001
3399,-1.5794100000000002,-1.59903,-9.476460000000001
3400,-1.5794100000000002,-1.59903,-9.476460000000001
3401,-1.6088400000000003,-1.5696,-9.4176
3402,-1.6088400000000003,-1.5696,-9.4176
3403,-1.6088400000000003,-1.5696,-9.4176
3404,-1.7658000000000003,-1.7658000000000003,-9.55494
3405,-1.7658000000000003,-1.7658000000000003,-9.55494
3406,-1.6480800000000002,-1.8050400000000002,-9.3195
3407,-1.6480800000000002,-1.8050400000000002,-9.3195
3408,-1.71675,-1.88352,-9.437220000000002
3409,-1.71675,-1.88352,-9.437220000000002
3410,-2.06991,-1.6971300000000002,-9.633420000000001
3411,-2.06991,-1.6971300000000002,-9.633420000000001
3412,-2.06991,-1.6971300000000002,-9.633420000000001
3413,-2.0601,-1.9325700000000001,-9.59418
3414,-2.0601,-1.9325700000000001,-9.59418
3415,-2.0601,-1.9325700000000001,-9.59418
3416,-1.6382700000000001,-1.4813100000000001,-9.37836
3417,-1.6382700000000001,-1.4813100000000001,-9.37836
3418,-1.5696,-1.79523,-9.38817
3419,-1.5696,-1.79523,-9.38817
3420,-1.4813100000000001,-2.10915,-9.55494
3421,-1.4813100000000001,-2.10915,-9.55494
3422,-1.50093,-2.1582000000000003,-9.27045
3423,-1.50093,-2.1582000000000003,-9.27045
3424,-1.50093,-2.1582000000000003,-9.27045
3425,-2.06991,-1.74618,-10.75176
3426,-2.06991,-1.74618,-10.75176
3427,-1.87371,-2.18763,-9.54513
3428,-1.87371,-2.18763,-9.54513
3429,-1.87371,-2.18763,-9.54513
3430,0.0,-1.9129500000000002,-9.83943
3431,0.0,-1.9129500000000002,-9.83943
3432,-0.37278000000000006,-2.7173700000000003,-10.045440000000001
3433,-0.37278000000000006,-2.7173700000000003,-10.045440000000001
3434,-0.94176,-1.3243500000000001,-9.25083
3435,-0.94176,-1.3243500000000001,-9.25083
3436,-2.06991,-1.1968200000000002,-9.299880000000002
3437,-2.06991,-1.1968200000000002,-9.299880000000002
3438,-2.06991,-1.1968200000000002,-9.299880000000002
3439,-1.1968200000000002,-0.37278000000000006,-10.09449
3440,-1.1968200000000002,-0.37278000000000006,-10.09449
3441,-1.1968200000000002,-0.37278000000000006,-10.09449
3442,-0.12753,0.0,-9.966960000000002
3443,-0.12753,0.0,-9.966960000000002
3444,-0.42183000000000004,-0.5591700000000001,-9.721710000000002
3445,-0.42183000000000004,-0.5591700000000001,-9.721710000000002
